approval_status,approval_org,indication,cancer_type,biomarker,therapy_drug,therapy_approach,therapy_strategy,therapy_type,approval_url,publication_date,context
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ipilimumab in combination with nivolumab and 2 cycles of platinum-doublet chemotherapy for the treatment of adult patients with metastatic or recurrent non-small cell lung cancer (NSCLC) with no EGFR or ALK genomic tumor aberrations. This indication is based on CHECKMATE-9LA (NCT03215706), a phase 3, randomized, and open-label study in which the platinum-based chemotherapy was either carboplatin and pemetrexed or cisplatin and pemetrexed for non-squamous NSCLC, or carboplatin and paclitaxel for squamous NSCLC.",Non-Small Cell Lung Cancer,"Wild type ALK [present], Wild type EGFR [present]","['Carboplatin', 'Ipilimumab', 'Nivolumab', 'Pemetrexed']",Combination therapy,"['Platinum-based chemotherapy', 'CTLA-4 inhibition', 'PD-1/PD-L1 inhibition', 'Antifolate']","['Chemotherapy', 'Immunotherapy', 'Immunotherapy', 'Chemotherapy']",https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125377s133lbl.pdf,2025-04-11,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ipilimumab in combination with nivolumab and 2 cycles of platinum-doublet chemotherapy for the treatment of adult patients with metastatic or recurrent non-small cell lung cancer (NSCLC) with no EGFR or ALK genomic tumor aberrations. This indication is based on CHECKMATE-9LA (NCT03215706), a phase 3, randomized, and open-label study in which the platinum-based chemotherapy was either carboplatin and pemetrexed or cisplatin and pemetrexed for non-squamous NSCLC, or carboplatin and paclitaxel for squamous NSCLC.
Cancer type: Non-Small Cell Lung Cancer
Biomarkers: Wild type ALK [present], Wild type EGFR [present]
Therapy: Carboplatin + Ipilimumab + Nivolumab + Pemetrexed
Therapy approach: Combination therapy
Therapy strategy: Platinum-based chemotherapy + CTLA-4 inhibition + PD-1/PD-L1 inhibition + Antifolate
Therapy type: Chemotherapy + Immunotherapy + Immunotherapy + Chemotherapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125377s133lbl.pdf
Publication date: 2025-04-11"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ipilimumab in combination with nivolumab and 2 cycles of platinum-doublet chemotherapy for the treatment of adult patients with metastatic or recurrent non-small cell lung cancer (NSCLC) with no EGFR or ALK genomic tumor aberrations. This indication is based on CHECKMATE-9LA (NCT03215706), a phase 3, randomized, and open-label study in which the platinum-based chemotherapy was either carboplatin and pemetrexed or cisplatin and pemetrexed for non-squamous NSCLC, or carboplatin and paclitaxel for squamous NSCLC.",Non-Small Cell Lung Cancer,"Wild type ALK [present], Wild type EGFR [present]","['Cisplatin', 'Ipilimumab', 'Nivolumab', 'Pemetrexed']",Combination therapy,"['Platinum-based chemotherapy', 'CTLA-4 inhibition', 'PD-1/PD-L1 inhibition', 'Antifolate']","['Chemotherapy', 'Immunotherapy', 'Immunotherapy', 'Chemotherapy']",https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125377s133lbl.pdf,2025-04-11,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ipilimumab in combination with nivolumab and 2 cycles of platinum-doublet chemotherapy for the treatment of adult patients with metastatic or recurrent non-small cell lung cancer (NSCLC) with no EGFR or ALK genomic tumor aberrations. This indication is based on CHECKMATE-9LA (NCT03215706), a phase 3, randomized, and open-label study in which the platinum-based chemotherapy was either carboplatin and pemetrexed or cisplatin and pemetrexed for non-squamous NSCLC, or carboplatin and paclitaxel for squamous NSCLC.
Cancer type: Non-Small Cell Lung Cancer
Biomarkers: Wild type ALK [present], Wild type EGFR [present]
Therapy: Cisplatin + Ipilimumab + Nivolumab + Pemetrexed
Therapy approach: Combination therapy
Therapy strategy: Platinum-based chemotherapy + CTLA-4 inhibition + PD-1/PD-L1 inhibition + Antifolate
Therapy type: Chemotherapy + Immunotherapy + Immunotherapy + Chemotherapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125377s133lbl.pdf
Publication date: 2025-04-11"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ipilimumab in combination with nivolumab and 2 cycles of platinum-doublet chemotherapy for the treatment of adult patients with metastatic or recurrent non-small cell lung cancer (NSCLC) with no EGFR or ALK genomic tumor aberrations. This indication is based on CHECKMATE-9LA (NCT03215706), a phase 3, randomized, and open-label study in which the platinum-based chemotherapy was either carboplatin and pemetrexed or cisplatin and pemetrexed for non-squamous NSCLC, or carboplatin and paclitaxel for squamous NSCLC.",Non-Small Cell Lung Cancer,"Wild type ALK [present], Wild type EGFR [present]","['Carboplatin', 'Ipilimumab', 'Nivolumab', 'Paclitaxel']",Combination therapy,"['Platinum-based chemotherapy', 'CTLA-4 inhibition', 'PD-1/PD-L1 inhibition', 'Taxane-based chemotherapy']","['Chemotherapy', 'Immunotherapy', 'Immunotherapy', 'Chemotherapy']",https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125377s133lbl.pdf,2025-04-11,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ipilimumab in combination with nivolumab and 2 cycles of platinum-doublet chemotherapy for the treatment of adult patients with metastatic or recurrent non-small cell lung cancer (NSCLC) with no EGFR or ALK genomic tumor aberrations. This indication is based on CHECKMATE-9LA (NCT03215706), a phase 3, randomized, and open-label study in which the platinum-based chemotherapy was either carboplatin and pemetrexed or cisplatin and pemetrexed for non-squamous NSCLC, or carboplatin and paclitaxel for squamous NSCLC.
Cancer type: Non-Small Cell Lung Cancer
Biomarkers: Wild type ALK [present], Wild type EGFR [present]
Therapy: Carboplatin + Ipilimumab + Nivolumab + Paclitaxel
Therapy approach: Combination therapy
Therapy strategy: Platinum-based chemotherapy + CTLA-4 inhibition + PD-1/PD-L1 inhibition + Taxane-based chemotherapy
Therapy type: Chemotherapy + Immunotherapy + Immunotherapy + Chemotherapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125377s133lbl.pdf
Publication date: 2025-04-11"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132C [present],['Ivosidenib'],Monotherapy,['IDH1 inhibition'],['Targeted therapy'],https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132C [present]
Therapy: Ivosidenib
Therapy approach: Monotherapy
Therapy strategy: IDH1 inhibition
Therapy type: Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132G [present],['Ivosidenib'],Monotherapy,['IDH1 inhibition'],['Targeted therapy'],https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132G [present]
Therapy: Ivosidenib
Therapy approach: Monotherapy
Therapy strategy: IDH1 inhibition
Therapy type: Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132H [present],['Ivosidenib'],Monotherapy,['IDH1 inhibition'],['Targeted therapy'],https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132H [present]
Therapy: Ivosidenib
Therapy approach: Monotherapy
Therapy strategy: IDH1 inhibition
Therapy type: Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132L [present],['Ivosidenib'],Monotherapy,['IDH1 inhibition'],['Targeted therapy'],https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132L [present]
Therapy: Ivosidenib
Therapy approach: Monotherapy
Therapy strategy: IDH1 inhibition
Therapy type: Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132S [present],['Ivosidenib'],Monotherapy,['IDH1 inhibition'],['Targeted therapy'],https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132S [present]
Therapy: Ivosidenib
Therapy approach: Monotherapy
Therapy strategy: IDH1 inhibition
Therapy type: Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132C [present],"['Azacitidine', 'Ivosidenib']",Combination therapy,"['Hypomethylating agent chemotherapy', 'IDH1 inhibition']","['Chemotherapy', 'Targeted therapy']",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132C [present]
Therapy: Azacitidine + Ivosidenib
Therapy approach: Combination therapy
Therapy strategy: Hypomethylating agent chemotherapy + IDH1 inhibition
Therapy type: Chemotherapy + Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132G [present],"['Azacitidine', 'Ivosidenib']",Combination therapy,"['Hypomethylating agent chemotherapy', 'IDH1 inhibition']","['Chemotherapy', 'Targeted therapy']",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132G [present]
Therapy: Azacitidine + Ivosidenib
Therapy approach: Combination therapy
Therapy strategy: Hypomethylating agent chemotherapy + IDH1 inhibition
Therapy type: Chemotherapy + Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132H [present],"['Azacitidine', 'Ivosidenib']",Combination therapy,"['Hypomethylating agent chemotherapy', 'IDH1 inhibition']","['Chemotherapy', 'Targeted therapy']",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132H [present]
Therapy: Azacitidine + Ivosidenib
Therapy approach: Combination therapy
Therapy strategy: Hypomethylating agent chemotherapy + IDH1 inhibition
Therapy type: Chemotherapy + Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132L [present],"['Azacitidine', 'Ivosidenib']",Combination therapy,"['Hypomethylating agent chemotherapy', 'IDH1 inhibition']","['Chemotherapy', 'Targeted therapy']",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132L [present]
Therapy: Azacitidine + Ivosidenib
Therapy approach: Combination therapy
Therapy strategy: Hypomethylating agent chemotherapy + IDH1 inhibition
Therapy type: Chemotherapy + Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132S [present],"['Azacitidine', 'Ivosidenib']",Combination therapy,"['Hypomethylating agent chemotherapy', 'IDH1 inhibition']","['Chemotherapy', 'Targeted therapy']",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132S [present]
Therapy: Azacitidine + Ivosidenib
Therapy approach: Combination therapy
Therapy strategy: Hypomethylating agent chemotherapy + IDH1 inhibition
Therapy type: Chemotherapy + Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132C [present],['Ivosidenib'],Monotherapy,['IDH1 inhibition'],['Targeted therapy'],https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132C [present]
Therapy: Ivosidenib
Therapy approach: Monotherapy
Therapy strategy: IDH1 inhibition
Therapy type: Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132G [present],['Ivosidenib'],Monotherapy,['IDH1 inhibition'],['Targeted therapy'],https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132G [present]
Therapy: Ivosidenib
Therapy approach: Monotherapy
Therapy strategy: IDH1 inhibition
Therapy type: Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132H [present],['Ivosidenib'],Monotherapy,['IDH1 inhibition'],['Targeted therapy'],https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132H [present]
Therapy: Ivosidenib
Therapy approach: Monotherapy
Therapy strategy: IDH1 inhibition
Therapy type: Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132L [present],['Ivosidenib'],Monotherapy,['IDH1 inhibition'],['Targeted therapy'],https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132L [present]
Therapy: Ivosidenib
Therapy approach: Monotherapy
Therapy strategy: IDH1 inhibition
Therapy type: Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.",Acute Myeloid Leukemia,IDH1 p.R132S [present],['Ivosidenib'],Monotherapy,['IDH1 inhibition'],['Targeted therapy'],https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib as a monotherapy or in combination with azacitidine for the treatment of adult patients newly-diagnosed acute myeloid leukemia (AML) with a susceptible IDH1 mutation, as detected by an FDA-approved test, aged 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.
Cancer type: Acute Myeloid Leukemia
Biomarkers: IDH1 p.R132S [present]
Therapy: Ivosidenib
Therapy approach: Monotherapy
Therapy strategy: IDH1 inhibition
Therapy type: Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib for the treatment of adult patients with relapsed or refractory myelodysplastic syndromes with a susceptible IDH1 mutation, as detected by an FDA-approved test.",Myelodysplastic Syndromes,IDH1 p.R132C [present],['Ivosidenib'],Monotherapy,['IDH1 inhibition'],['Targeted therapy'],https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib for the treatment of adult patients with relapsed or refractory myelodysplastic syndromes with a susceptible IDH1 mutation, as detected by an FDA-approved test.
Cancer type: Myelodysplastic Syndromes
Biomarkers: IDH1 p.R132C [present]
Therapy: Ivosidenib
Therapy approach: Monotherapy
Therapy strategy: IDH1 inhibition
Therapy type: Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib for the treatment of adult patients with relapsed or refractory myelodysplastic syndromes with a susceptible IDH1 mutation, as detected by an FDA-approved test.",Myelodysplastic Syndromes,IDH1 p.R132G [present],['Ivosidenib'],Monotherapy,['IDH1 inhibition'],['Targeted therapy'],https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib for the treatment of adult patients with relapsed or refractory myelodysplastic syndromes with a susceptible IDH1 mutation, as detected by an FDA-approved test.
Cancer type: Myelodysplastic Syndromes
Biomarkers: IDH1 p.R132G [present]
Therapy: Ivosidenib
Therapy approach: Monotherapy
Therapy strategy: IDH1 inhibition
Therapy type: Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
Regulatory approval,fda,"The U.S. Food and Drug Administration granted approval to ivosidenib for the treatment of adult patients with relapsed or refractory myelodysplastic syndromes with a susceptible IDH1 mutation, as detected by an FDA-approved test.",Myelodysplastic Syndromes,IDH1 p.R132H [present],['Ivosidenib'],Monotherapy,['IDH1 inhibition'],['Targeted therapy'],https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf,2023-10-24,"Approval status: Regulatory approval (fda)
Indication: The U.S. Food and Drug Administration granted approval to ivosidenib for the treatment of adult patients with relapsed or refractory myelodysplastic syndromes with a susceptible IDH1 mutation, as detected by an FDA-approved test.
Cancer type: Myelodysplastic Syndromes
Biomarkers: IDH1 p.R132H [present]
Therapy: Ivosidenib
Therapy approach: Monotherapy
Therapy strategy: IDH1 inhibition
Therapy type: Targeted therapy
Approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf
Publication date: 2023-10-24"
